id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
1783,CYJT,medium_airport,Stephenville Dymond International Airport,48.54339,-58.552892,84,NA,CA,CA-NL,Stephenville,yes,CYJT,YJT,CYJT,,https://cyjt.com/,https://en.wikipedia.org/wiki/Stephenville_Airport,Ernest Harmon AFB
1784,CYKA,medium_airport,Kamloops John Moose Fulton Field Regional Airport,50.703038,-120.448641,1133,NA,CA,CA-BC,Kamloops,yes,CYKA,YKA,CYKA,,,https://en.wikipedia.org/wiki/Kamloops_Airport,Fulton
1785,CYKC,small_airport,Collins Bay Airport,58.236099243199995,-103.678001404,1341,NA,CA,CA-SK,Collins Bay,no,CYKC,YKC,CYKC,,,https://en.wikipedia.org/wiki/Collins_Bay_Airport,YKC
1786,CYKD,small_airport,Aklavik/Freddie Carmichael Airport,68.223297,-135.00599,23,NA,CA,CA-NT,Aklavik,yes,CYKD,LAK,CYKD,,,https://en.wikipedia.org/wiki/Aklavik_Airport,YKD
1787,CYKF,medium_airport,Region of Waterloo International Airport,43.4608,-80.378601,1054,NA,CA,CA-ON,Breslau,yes,CYKF,YKF,CYKF,,http://www.waterlooairport.ca/,https://en.wikipedia.org/wiki/Region_of_Waterloo_International_Airport,"Breslau, Kitchener, Waterloo, Cambridge, YKF"
1788,CYKG,small_airport,Kangiqsujuaq (Wakeham Bay) Airport,61.5886,-71.929398,501,NA,CA,CA-QC,Kangiqsujuaq,yes,CYKG,YWB,CYKG,,,https://en.wikipedia.org/wiki/Kangiqsujuaq_(Wakeham_Bay)_Airport,
1789,CYKJ,medium_airport,Key Lake Airport,57.256099700927734,-105.61799621582031,1679,NA,CA,CA-SK,Key Lake,no,CYKJ,YKJ,CYKJ,,,https://en.wikipedia.org/wiki/Key_Lake_Airport,
1790,CYKL,medium_airport,Schefferville Airport,54.805301666259766,-66.8052978515625,1709,NA,CA,CA-QC,Schefferville,yes,CYKL,YKL,CYKL,,,https://en.wikipedia.org/wiki/Schefferville_Airport,
1340,CYKM,medium_airport,Kincardine Municipal Airport,44.201401,-81.606697,772,NA,CA,CA-ON,Kincardine,no,CYKM,YKD,CYKM,CYKM,http://www.kincardineairport.com/,https://en.wikipedia.org/wiki/Kincardine_Airport,"NS7, CNS7"
1791,CYKO,small_airport,Akulivik Airport,60.8186,-78.148598,75,NA,CA,CA-QC,Akulivik,yes,CYKO,AKV,CYKO,,,https://en.wikipedia.org/wiki/Akulivik_Airport,YKO
1343,CYKP,small_airport,Ogoki Post Airport,51.6585998535,-85.9017028809,594,NA,CA,CA-ON,Ogoki Post,yes,CYKP,YOG,CYKP,CYKP,,https://en.wikipedia.org/wiki/Ogoki_Post_Airport,NT3
1792,CYKQ,small_airport,Waskaganish Airport,51.473301,-78.758301,80,NA,CA,CA-QC,Waskaganish,yes,CYKQ,YKQ,CYKQ,,,https://en.wikipedia.org/wiki/Waskaganish_Airport,
430648,CYKT,small_airport,Tranquille Valley Airfield,50.859547,-120.671132,,NA,CA,CA-BC,Tranquille,no,,,CYKT,,,,
1793,CYKX,medium_airport,Kirkland Lake Airport,48.21030044555664,-79.98139953613281,1157,NA,CA,CA-ON,Kirkland Lake,no,CYKX,YKX,CYKX,,,https://en.wikipedia.org/wiki/Kirkland_Lake_Airport,
1794,CYKY,medium_airport,Kindersley Airport,51.5175018311,-109.180999756,2277,NA,CA,CA-SK,Kindersley,no,CYKY,YKY,CYKY,YKY,,https://en.wikipedia.org/wiki/Kindersley_Airport,YKY
1796,CYLA,small_airport,Aupaluk Airport,59.2967,-69.599701,119,NA,CA,CA-QC,Aupaluk,yes,CYLA,YPJ,CYLA,,,https://en.wikipedia.org/wiki/Aupaluk_Airport,YLA
1797,CYLB,small_airport,Lac La Biche Airport,54.7703018188,-112.031997681,1884,NA,CA,CA-AB,Lac La Biche,no,CYLB,YLB,CYLB,,,https://en.wikipedia.org/wiki/Lac_La_Biche_Airport,YLB
1798,CYLC,small_airport,Kimmirut Airport,62.848253,-69.877853,175,NA,CA,CA-NU,Kimmirut,yes,CYLC,YLC,CYLC,,,https://en.wikipedia.org/wiki/Kimmirut_Airport,Lake Harbour
1799,CYLD,medium_airport,Chapleau Airport,47.81999969482422,-83.3467025756836,1470,NA,CA,CA-ON,Chapleau,no,CYLD,YLD,CYLD,,,https://en.wikipedia.org/wiki/Chapleau_Airport,
1800,CYLH,small_airport,Lansdowne House Airport,52.195599,-87.934196,834,NA,CA,CA-ON,Lansdowne House,yes,CYLH,YLH,CYLH,,,https://en.wikipedia.org/wiki/Lansdowne_House_Airport,
639,CYLI,small_airport,Lillooet Airport,50.674702,-121.893997,1320,NA,CA,CA-BC,Lillooet,no,,,CYLI,,,https://en.wikipedia.org/wiki/Lillooet_Airport,"AR3, CAR3"
1801,CYLJ,medium_airport,Meadow Lake Airport,54.125301361083984,-108.52300262451172,1576,NA,CA,CA-SK,Meadow Lake,no,CYLJ,YLJ,CYLJ,,,https://en.wikipedia.org/wiki/Meadow_Lake_Airport,
1802,CYLK,small_airport,Lutselk'e Airport,62.417823,-110.682793,596,NA,CA,CA-NT,Lutselk'e,yes,CYLK,YSG,CYLK,,,https://en.wikipedia.org/wiki/Lutselk'e_Airport,"YLK, EL3, Snowdrift Airport"
1803,CYLL,medium_airport,Lloydminster Airport,53.3092,-110.072998,2193,NA,CA,CA-AB,Lloydminster,yes,CYLL,YLL,CYLL,,,https://en.wikipedia.org/wiki/Lloydminster_Airport,
1804,CYLQ,small_airport,La Tuque Airport,47.4096984863,-72.7889022827,548,NA,CA,CA-QC,La Tuque,no,CYLQ,YLQ,CYLQ,,,https://en.wikipedia.org/wiki/La_Tuque_Airport,YLQ
1805,CYLR,medium_airport,Leaf Rapids Airport,56.513301849365234,-99.98529815673828,959,NA,CA,CA-MB,Leaf Rapids,no,CYLR,YLR,CYLR,,,https://en.wikipedia.org/wiki/Leaf_Rapids_Airport,
1293,CYLS,medium_airport,Barrie-Lake Simcoe Regional Airport,44.485056,-79.554663,972,NA,CA,CA-ON,Barrie,yes,CYLS,YLK,CYLS,CYLS,http://www.lakesimcoeairport.com/,https://en.wikipedia.org/wiki/Barrie-Orillia_(Lake_Simcoe_Regional)_Airport,"NB9, CNB9, Oro Station"
1806,CYLT,medium_airport,Alert Airport,82.517263,-62.283037,100,NA,CA,CA-NU,Alert,no,CYLT,YLT,CYLT,,,https://en.wikipedia.org/wiki/Alert_Airport,YLT
1807,CYLU,small_airport,Kangiqsualujjuaq (Georges River) Airport,58.711399,-65.992798,215,NA,CA,CA-QC,Kangiqsualujjuaq,yes,CYLU,XGR,CYLU,,,https://en.wikipedia.org/wiki/Kangiqsualujjuaq_(Georges_River)_Airport,YLU
1808,CYLW,large_airport,Kelowna International Airport,49.9561,-119.377998,1421,NA,CA,CA-BC,Kelowna,yes,CYLW,YLW,CYLW,,http://www.kelowna.ca/CM/Page68.aspx,https://en.wikipedia.org/wiki/Kelowna_International_Airport,"Kelowna, Okanagan"
1809,CYMA,medium_airport,Mayo Airport,63.61640167236328,-135.8679962158203,1653,NA,CA,CA-YT,Mayo,no,CYMA,YMA,CYMA,,,https://en.wikipedia.org/wiki/Mayo_Airport,
1810,CYME,medium_airport,Matane Airport,48.85689926147461,-67.45330047607422,102,NA,CA,CA-QC,Matane,no,CYME,YME,CYME,,,https://en.wikipedia.org/wiki/Matane_Airport,
1811,CYMG,medium_airport,Manitouwadge Airport,49.083900451660156,-85.86060333251953,1198,NA,CA,CA-ON,Manitouwadge,no,CYMG,YMG,CYMG,,,https://en.wikipedia.org/wiki/Manitouwadge_Airport,
1812,CYMH,small_airport,Mary's Harbour Airport,52.302837,-55.847433,38,NA,CA,CA-NL,Mary's Harbour,yes,CYMH,YMH,CYMH,,,https://en.wikipedia.org/wiki/Mary's_Harbour_Airport,
1813,CYMJ,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,50.330299377441406,-105.55899810791016,1892,NA,CA,CA-SK,Moose Jaw,no,CYMJ,YMJ,CYMJ,,,https://en.wikipedia.org/wiki/Moose_Jaw/Air_Vice_Marshal_C.M._McEwen_Airport,CFB Moose Jaw
1814,CYML,medium_airport,Charlevoix Airport,47.59749984741211,-70.2238998413086,977,NA,CA,CA-QC,Charlevoix,no,CYML,YML,CYML,,,https://en.wikipedia.org/wiki/Charlevoix_Airport,
1815,CYMM,medium_airport,Fort McMurray International Airport,56.653301,-111.222,1211,NA,CA,CA-AB,Fort McMurray,yes,CYMM,YMM,CYMM,,,https://en.wikipedia.org/wiki/Fort_McMurray_Airport,
1816,CYMO,medium_airport,Moosonee Airport,51.291099548339844,-80.60780334472656,30,NA,CA,CA-ON,Moosonee,yes,CYMO,YMO,CYMO,,,https://en.wikipedia.org/wiki/Moosonee_Airport,
1817,CYMT,medium_airport,Chapais Airport,49.77190017700195,-74.5280990600586,1270,NA,CA,CA-QC,Chibougamau,yes,CYMT,YMT,CYMT,,,https://en.wikipedia.org/wiki/Chibougamau/Chapais_Airport,
1818,CYMU,small_airport,Umiujaq Airport,56.536098,-76.518303,250,NA,CA,CA-QC,Umiujaq,yes,CYMU,YUD,CYMU,,,https://en.wikipedia.org/wiki/Umiujaq_Airport,YMU
1819,CYMW,small_airport,Maniwaki Airport,46.2728,-75.990601,656,NA,CA,CA-QC,Messines,no,CYMW,YMW,CYMW,YMW,,https://en.wikipedia.org/wiki/Maniwaki_Airport,YMW
1820,CYMX,medium_airport,Montreal Mirabel International Airport,45.679501,-74.038696,270,NA,CA,CA-QC,Montréal,yes,CYMX,YMX,CYMX,,,https://en.wikipedia.org/wiki/Montr%C3%A9al-Mirabel_International_Airport,YMQ
1821,CYMY,small_airport,Ear Falls Airport,50.717231,-93.384501,1269,NA,CA,CA-ON,Ear Falls,no,,,CDP2,CDP2,,https://en.wikipedia.org/wiki/Ear_Falls_Airport,"CYMY, YMY"
320826,CYN6,seaplane_base,Gravenhurst/Muskoka Bay Seaplane Base,44.9438,-79.4045,742,NA,CA,CA-ON,Gravenhurst,no,,,CYN6,CYN6,,https://en.wikipedia.org/wiki/Gravenhurst/Muskoka_Bay_Water_Aerodrome,
1822,CYNA,medium_airport,Natashquan Airport,50.190114,-61.78898,39,NA,CA,CA-QC,Natashquan,yes,CYNA,YNA,CYNA,,,https://en.wikipedia.org/wiki/Natashquan_Airport,
1823,CYNC,small_airport,Wemindji Airport,53.010601,-78.8311,66,NA,CA,CA-QC,Wemindji,yes,CYNC,YNC,CYNC,,,https://en.wikipedia.org/wiki/Wemindji_Airport,
1824,CYND,medium_airport,Ottawa / Gatineau Airport,45.521702,-75.563599,211,NA,CA,CA-QC,Gatineau,yes,CYND,YND,CYND,CYND,http://www.ego-airport.ca/english/propos_ego/,https://en.wikipedia.org/wiki/Ottawa-Gatineau_Airport,YND
1825,CYNE,small_airport,Norway House Airport,53.958302,-97.8442,734,NA,CA,CA-MB,Norway House,yes,CYNE,YNE,CYNE,,,https://en.wikipedia.org/wiki/Norway_House_Airport,
1826,CYNH,small_airport,Hudson's Hope Airport,56.035142,-121.978326,2220,NA,CA,CA-BC,Hudson's Hope,no,CYNH,YNH,CYNH,,,https://en.wikipedia.org/wiki/Hudson's_Hope_Airport,YNH
1827,CYNJ,medium_airport,Langley Airport,49.1008,-122.630997,34,NA,CA,CA-BC,Langley,no,CYNJ,YLY,CYNJ,,,https://en.wikipedia.org/wiki/Langley_Regional_Airport,YNJ
1828,CYNL,medium_airport,Points North Landing Airport,58.27669906616211,-104.08200073242188,1605,NA,CA,CA-SK,Points North Landing,yes,CYNL,YNL,CYNL,,,https://en.wikipedia.org/wiki/Points_North_Landing_Airport,
1829,CYNM,medium_airport,Matagami Airport,49.76169967651367,-77.80280303955078,918,NA,CA,CA-QC,Matagami,no,CYNM,YNM,CYNM,,,https://en.wikipedia.org/wiki/Matagami_Airport,
1830,CYNN,medium_airport,Nejanilini Lake Airport,59.4874992371,-97.78029632570001,1000,NA,CA,CA-MB,Nejanilini Lake,no,,,CYNN,,,https://en.wikipedia.org/wiki/Nejanilini_Lake_Airport,
1831,CYNR,small_airport,Fort Mackay / Horizon Airport,57.381699,-111.700996,916,NA,CA,CA-AB,Fort Mackay,no,CYNR,HZP,CYNR,CYNR,,https://en.wikipedia.org/wiki/Fort_MacKay/Horizon_Airport,YNR
1832,CYOA,medium_airport,Ekati Airport,64.6988983154,-110.614997864,1536,NA,CA,CA-NT,Ekati,no,CYOA,YOA,CYOA,,,https://en.wikipedia.org/wiki/Ekati_Airport,YOA
1833,CYOC,small_airport,Old Crow Airport,67.570602,-139.839005,824,NA,CA,CA-YT,Old Crow,yes,CYOC,YOC,CYOC,,,https://en.wikipedia.org/wiki/Old_Crow_Airport,
1834,CYOD,medium_airport,CFB Cold Lake,54.404998779296875,-110.27899932861328,1775,NA,CA,CA-AB,Cold Lake,no,CYOD,YOD,CYOD,,,https://en.wikipedia.org/wiki/CFB_Cold_Lake,
1835,CYOH,small_airport,Oxford House Airport,54.9333,-95.2789,663,NA,CA,CA-MB,Oxford House,yes,CYOH,YOH,CYOH,,,https://en.wikipedia.org/wiki/Oxford_House_Airport,
1836,CYOJ,medium_airport,High Level Airport,58.62139892578125,-117.16500091552734,1110,NA,CA,CA-AB,High Level,yes,CYOJ,YOJ,CYOJ,,,https://en.wikipedia.org/wiki/High_Level_Airport,
1837,CYOO,medium_airport,Oshawa Executive Airport,43.922798,-78.894997,460,NA,CA,CA-ON,Oshawa,no,CYOO,YOO,CYOO,CYOO,https://www.oshawa.ca/business-development/oshawa-executive-airport/,https://en.wikipedia.org/wiki/Oshawa_Airport,
1838,CYOP,medium_airport,Rainbow Lake Airport,58.491402,-119.407997,1759,NA,CA,CA-AB,Rainbow Lake,no,CYOP,YOP,CYOP,,,https://en.wikipedia.org/wiki/Rainbow_Lake_Airport,
1839,CYOS,medium_airport,Owen Sound / Billy Bishop Regional Airport,44.5903015137,-80.8375015259,1007,NA,CA,CA-ON,Owen Sound,no,CYOS,YOS,CYOS,,,https://en.wikipedia.org/wiki/Owen_Sound/Billy_Bishop_Regional_Airport,YOS
1840,CYOW,large_airport,Ottawa Macdonald-Cartier International Airport,45.322498,-75.669197,374,NA,CA,CA-ON,Ottawa,yes,CYOW,YOW,CYOW,YOW,https://yow.ca/,https://en.wikipedia.org/wiki/Ottawa_Macdonald%E2%80%93Cartier_International_Airport,"Uplands, UUP, CUUP"
1841,CYOY,heliport,C J.H.L.(Joe) Lecomte) Heliport,46.902885,-71.503658,550,NA,CA,CA-QC,Valcartier,no,,,CYOY,,,https://en.wikipedia.org/wiki/CFB_Valcartier,
1630,CYP2,heliport,Halifax (Windsor Park) Heliport,44.657422,-63.611795,125,NA,CA,CA-NS,Halifax,no,,,CYP2,CYP2,,,
1842,CYPA,medium_airport,Prince Albert Glass Field,53.214199066199996,-105.672996521,1405,NA,CA,CA-SK,Prince Albert,yes,CYPA,YPA,CYPA,,,https://en.wikipedia.org/wiki/Prince_Albert_(Glass_Field)_Airport,
1843,CYPC,small_airport,Paulatuk (Nora Aliqatchialuk Ruben) Airport,69.360838,-124.07547,15,NA,CA,CA-NT,Paulatuk,yes,CYPC,YPC,CYPC,,,https://en.wikipedia.org/wiki/Paulatuk_Airport,
1844,CYPD,medium_airport,Port Hawkesbury Airport,45.6567001343,-61.3680992126,377,NA,CA,CA-NS,Port Hawkesbury,no,CYPD,YPS,CYPD,,http://www.porthawkesburyairport.com/,https://en.wikipedia.org/wiki/Port_Hawkesbury_Airport,YPD
1845,CYPE,medium_airport,Peace River Airport,56.226898,-117.446999,1873,NA,CA,CA-AB,Peace River,yes,CYPE,YPE,CYPE,,,https://en.wikipedia.org/wiki/Peace_River_Airport,
1846,CYPG,medium_airport,Portage-la-Prairie / Southport Airport,49.903099,-98.273817,885,NA,CA,CA-MB,Portage la Prairie,no,CYPG,YPG,CYPG,,http://southport.ca/,https://en.wikipedia.org/wiki/Portage_La_Prairie/Southport_Airport,
1847,CYPH,small_airport,Inukjuak Airport,58.471901,-78.076897,83,NA,CA,CA-QC,Inukjuak,yes,CYPH,YPH,CYPH,,,https://en.wikipedia.org/wiki/Inukjuak_Airport,
1848,CYPK,medium_airport,Pitt Meadows Regional Airport,49.21488,-122.709294,11,NA,CA,CA-BC,Pitt Meadows,yes,CYPK,,CYPK,,,https://en.wikipedia.org/wiki/Pitt_Meadows_Airport,YPK
1849,CYPL,medium_airport,Pickle Lake Airport,51.4463996887207,-90.21420288085938,1267,NA,CA,CA-ON,Pickle Lake,yes,CYPL,YPL,CYPL,,,https://en.wikipedia.org/wiki/Pickle_Lake_Airport,
1850,CYPM,small_airport,Pikangikum Airport,51.819698,-93.973297,1114,NA,CA,CA-ON,Pikangikum,yes,CYPM,YPM,CYPM,,,https://en.wikipedia.org/wiki/Pikangikum_Airport,
1851,CYPN,medium_airport,Port-Menier Airport,49.836399,-64.288597,167,NA,CA,CA-QC,Port-Menier,yes,CYPN,YPN,CYPN,,,https://en.wikipedia.org/wiki/Port-Menier_Airport,Anticosti
1852,CYPO,small_airport,Peawanuck Airport,54.987932,-85.442648,173,NA,CA,CA-ON,Peawanuck,yes,CYPO,YPO,CYPO,,,https://en.wikipedia.org/wiki/Peawanuck_Airport,
1853,CYPP,small_airport,Parent Airport,47.931901,-74.608103,1400,NA,CA,CA-QC,Parent,no,,,CYPP,,,https://en.wikipedia.org/wiki/Parent_Airport,SW4
1854,CYPQ,medium_airport,Peterborough Regional Airport,44.232251,-78.362053,628,NA,CA,CA-ON,Peterborough,yes,CYPQ,YPQ,CYPQ,,https://www.peterborough.ca/business-building-development/airport/,https://en.wikipedia.org/wiki/Peterborough_Airport,
1855,CYPR,medium_airport,Prince Rupert Airport,54.286098480199996,-130.445007324,116,NA,CA,CA-BC,Prince Rupert,yes,CYPR,YPR,CYPR,,http://www.ypr.ca/,https://en.wikipedia.org/wiki/Prince_Rupert_Airport,
1856,CYPS,small_airport,Pemberton Regional Airport,50.302502,-122.737999,670,NA,CA,CA-BC,Pemberton,no,,,CYPS,,,https://en.wikipedia.org/wiki/Pemberton_Regional_Airport,AR5
1857,CYPT,small_airport,Pelee Island Airport,41.778033,-82.674222,572,NA,CA,CA-ON,Pelee Island,yes,CYPT,,CYPT,,,https://en.wikipedia.org/wiki/Pelee_Island_Airport,YPT
1858,CYPU,small_airport,Puntzi Mountain Airport,52.11280059814453,-124.1449966430664,2985,NA,CA,CA-BC,Puntzi Mountain,no,,,CYPU,,,https://en.wikipedia.org/wiki/Puntzi_Mountain_Airport,YPU
1859,CYPW,medium_airport,Powell River Airport,49.83420181274414,-124.5,425,NA,CA,CA-BC,Powell River,yes,CYPW,YPW,CYPW,,,https://en.wikipedia.org/wiki/Powell_River_Airport,
1860,CYPX,medium_airport,Puvirnituq Airport,60.050598,-77.286903,74,NA,CA,CA-QC,Puvirnituq,yes,CYPX,YPX,CYPX,,,https://en.wikipedia.org/wiki/Puvirnituq_Airport,
1861,CYPY,medium_airport,Fort Chipewyan Airport,58.7672004699707,-111.11699676513672,761,NA,CA,CA-AB,Fort Chipewyan,yes,CYPY,YPY,CYPY,,,https://en.wikipedia.org/wiki/Fort_Chipewyan_Airport,
1862,CYPZ,medium_airport,Burns Lake Airport,54.3764,-125.950996,2343,NA,CA,CA-BC,Burns Lake,yes,CYPZ,YPZ,CYPZ,YPZ,,https://en.wikipedia.org/wiki/Burns_Lake_Airport,YPZ
1863,CYQA,medium_airport,Muskoka Airport,44.975376,-79.306546,925,NA,CA,CA-ON,Gravenhurst,yes,CYQA,YQA,CYQA,,,https://en.wikipedia.org/wiki/Muskoka_Airport,
1864,CYQB,large_airport,Quebec Jean Lesage International Airport,46.7911,-71.393303,244,NA,CA,CA-QC,Quebec,yes,CYQB,YQB,CYQB,YQB,http://www.aeroportdequebec.com/,https://en.wikipedia.org/wiki/Qu%C3%A9bec/Jean_Lesage_International_Airport,Quebec City
1865,CYQD,medium_airport,The Pas Airport,53.97140121459961,-101.09100341796875,887,NA,CA,CA-MB,The Pas,yes,CYQD,YQD,CYQD,,,https://en.wikipedia.org/wiki/The_Pas_Airport,
1866,CYQF,medium_airport,Red Deer Regional Airport,52.182201,-113.893997,2968,NA,CA,CA-AB,Springbrook,no,CYQF,YQF,CYQF,,,https://en.wikipedia.org/wiki/Red_Deer_Regional_Airport,
1867,CYQG,medium_airport,Windsor International Airport,42.2756,-82.955597,622,NA,CA,CA-ON,Windsor,yes,CYQG,YQG,CYQG,,,https://en.wikipedia.org/wiki/Windsor_Airport,
1868,CYQH,medium_airport,Watson Lake Airport,60.116839,-128.821993,2255,NA,CA,CA-YT,Watson Lake,yes,CYQH,YQH,CYQH,,,https://en.wikipedia.org/wiki/Watson_Lake_Airport,
1869,CYQI,medium_airport,Yarmouth Airport,43.826900482177734,-66.08809661865234,141,NA,CA,CA-NS,Yarmouth,no,CYQI,YQI,CYQI,,,https://en.wikipedia.org/wiki/Yarmouth_Airport,
1870,CYQK,medium_airport,Kenora Airport,49.788299560546875,-94.36309814453125,1332,NA,CA,CA-ON,Kenora,yes,CYQK,YQK,CYQK,,,https://en.wikipedia.org/wiki/Kenora_Airport,
1871,CYQL,medium_airport,Lethbridge County Airport,49.6302986145,-112.800003052,3048,NA,CA,CA-AB,Lethbridge,yes,CYQL,YQL,CYQL,,,https://en.wikipedia.org/wiki/Lethbridge_County_Airport,Kenyon Field
1872,CYQM,medium_airport,Greater Moncton Roméo LeBlanc International Airport,46.113189,-64.67719,232,NA,CA,CA-NB,Moncton,yes,CYQM,YQM,CYQM,,https://cyqm.ca/,https://en.wikipedia.org/wiki/Greater_Moncton_International_Airport,"CYQM, YQM, Moncton"
1873,CYQN,medium_airport,Nakina Airport,50.18280029296875,-86.69640350341797,1057,NA,CA,CA-ON,Nakina,yes,CYQN,YQN,CYQN,,,https://en.wikipedia.org/wiki/Nakina_Airport,
1874,CYQQ,medium_airport,Comox Valley International Airport / CFB Comox,49.7108,-124.887001,84,NA,CA,CA-BC,Comox,yes,CYQQ,YQQ,CYQQ,,https://comoxairport.com,https://en.wikipedia.org/wiki/CFB_Comox,CFB Comox
1875,CYQR,medium_airport,Regina International Airport,50.431938,-104.660906,1894,NA,CA,CA-SK,Regina,yes,CYQR,YQR,CYQR,,,https://en.wikipedia.org/wiki/Regina_International_Airport,"YQR, Roland J. Groome International"
1876,CYQS,medium_airport,St Thomas Municipal Airport,42.77000045776367,-81.11080169677734,778,NA,CA,CA-ON,St Thomas,no,CYQS,YQS,CYQS,,,https://en.wikipedia.org/wiki/St._Thomas_Airport,
1877,CYQT,medium_airport,Thunder Bay International Airport,48.371899,-89.323898,653,NA,CA,CA-ON,Thunder Bay,yes,CYQT,YQT,CYQT,,,https://en.wikipedia.org/wiki/Thunder_Bay_International_Airport,
1878,CYQU,medium_airport,Grande Prairie Airport,55.1796989441,-118.885002136,2195,NA,CA,CA-AB,Grande Prairie,yes,CYQU,YQU,CYQU,,http://www.grandeprairieairport.com/,https://en.wikipedia.org/wiki/Grande_Prairie_Airport,
1879,CYQV,medium_airport,Yorkton Municipal Airport,51.264702,-102.461998,1635,NA,CA,CA-SK,Yorkton,no,CYQV,YQV,CYQV,,,https://en.wikipedia.org/wiki/Yorkton_Municipal_Airport,RCAF Station Yorkton
1880,CYQW,medium_airport,North Battleford Airport,52.769409,-108.243742,1799,NA,CA,CA-SK,North Battleford,no,CYQW,YQW,CYQW,,,https://en.wikipedia.org/wiki/North_Battleford_(Cameron_McIntosh)_Airport,
1881,CYQX,medium_airport,Gander International Airport,48.936258,-54.567719,496,NA,CA,CA-NL,Gander,yes,CYQX,YQX,CYQX,,,https://en.wikipedia.org/wiki/Gander_International_Airport,CFB Gander
1882,CYQY,medium_airport,Sydney / J.A. Douglas McCurdy Airport,46.161072,-60.049759,203,NA,CA,CA-NS,Sydney,yes,CYQY,YQY,CYQY,,https://www.sydneyairport.ca/,https://en.wikipedia.org/wiki/Sydney/J.A._Douglas_McCurdy_Airport,
1883,CYQZ,medium_airport,Quesnel Airport,53.026100158691406,-122.51000213623047,1789,NA,CA,CA-BC,Quesnel,yes,CYQZ,YQZ,CYQZ,,,https://en.wikipedia.org/wiki/Quesnel_Airport,
1884,CYRA,small_airport,Rae Lakes Airport,64.116096,-117.309998,723,NA,CA,CA-NT,Gamètì,yes,CYRA,YRA,CYRA,,,https://en.wikipedia.org/wiki/Gam%C3%A8t%C3%AC/Rae_Lakes_Airport,
1885,CYRB,medium_airport,Resolute Bay Airport,74.7169036865,-94.9693984985,215,NA,CA,CA-NU,Resolute Bay,yes,CYRB,YRB,CYRB,,,https://en.wikipedia.org/wiki/Resolute_Bay_Airport,
1886,CYRC,small_airport,Chicoutimi/Saint-Honoré Aerodrome,48.520963,-71.05256,543,NA,CA,CA-QC,Saint-Honoré,no,,,CYRC,,,https://en.wikipedia.org/wiki/Chicoutimi/Saint-Honor%C3%A9_Aerodrome,"YRC, RCAF Saint-Honoré"
1887,CYRI,medium_airport,Rivière-du-Loup Airport,47.764400482177734,-69.58470153808594,427,NA,CA,CA-QC,Rivière-du-Loup,no,CYRI,YRI,CYRI,,http://www.ville.riviere-du-loup.qc.ca/anglais/aeroport.php,https://en.wikipedia.org/wiki/Rivi%C3%A8re-du-Loup_Airport,
1888,CYRJ,medium_airport,Roberval Airport,48.519665,-72.265735,586,NA,CA,CA-QC,Roberval,yes,CYRJ,YRJ,CYRJ,,,https://en.wikipedia.org/wiki/Roberval_Airport,
1889,CYRL,medium_airport,Red Lake Airport,51.066898345947266,-93.79309844970703,1265,NA,CA,CA-ON,Red Lake,yes,CYRL,YRL,CYRL,,,https://en.wikipedia.org/wiki/Red_Lake_Airport,
1890,CYRM,small_airport,Rocky Mountain House Airport,52.4296989441,-114.903999329,3244,NA,CA,CA-AB,Rocky Mountain House,no,CYRM,YRM,CYRM,,,https://en.wikipedia.org/wiki/Rocky_Mountain_House_Airport,YRM
1891,CYRO,medium_airport,Ottawa / Rockcliffe Airport,45.460496,-75.644001,188,NA,CA,CA-ON,Ottawa,yes,CYRO,YRO,CYRO,CYRO,http://www.rfc.ca/,https://en.wikipedia.org/wiki/Ottawa/Rockcliffe_Airport,YRO
1892,CYRP,medium_airport,Ottawa / Carp Airport,45.3191986084,-76.0222015381,382,NA,CA,CA-ON,Ottawa,no,,,CYRP,YRP,http://www.cyrp.ca/,https://en.wikipedia.org/wiki/Ottawa/Carp_Airport,YRP
1893,CYRQ,medium_airport,Trois-Rivières Airport,46.35279846191406,-72.67939758300781,199,NA,CA,CA-QC,Trois-Rivières,no,CYRQ,YRQ,CYRQ,,,https://en.wikipedia.org/wiki/Trois-Rivi%C3%A8res_Airport,
1894,CYRS,small_airport,Red Sucker Lake Airport,54.167198,-93.557198,729,NA,CA,CA-MB,Red Sucker Lake,yes,CYRS,YRS,CYRS,,,https://en.wikipedia.org/wiki/Red_Sucker_Lake_Airport,
1895,CYRT,medium_airport,Rankin Inlet Airport,62.8114013672,-92.1157989502,94,NA,CA,CA-NU,Rankin Inlet,yes,CYRT,YRT,CYRT,,,https://en.wikipedia.org/wiki/Rankin_Inlet_Airport,
1896,CYRV,medium_airport,Revelstoke Airport,50.962245,-118.184258,1459,NA,CA,CA-BC,Revelstoke,no,CYRV,YRV,CYRV,,,https://en.wikipedia.org/wiki/Revelstoke_Airport,YRV
320574,CYS7,heliport,Wallaceburg/Chatham-Kent Health Alliance Heliport,42.5992,-82.3668,584,NA,CA,CA-ON,Wallaceburg,no,,,CSY7,CSY7,,,Sydenham District Hospital
